entry_time,exit_time,session,direction,entry_price,exit_price,exit_reason,hold_bars,pnl_pts,pnl_ntd,mfe_pts,mae_pts,win,fail_pattern
2025-06-09 20:00:00,2025-06-10 09:15:00,night,long,21791,22031,tp,19,240,12000,318.0,71.0,True,win
2025-06-09 22:30:00,2025-06-10 09:15:00,night,long,21805,22045,tp,14,240,12000,304.0,0.0,True,win
2025-06-09 23:00:00,2025-06-10 09:15:00,night,long,21829,22069,tp,13,240,12000,280.0,19.0,True,win
2025-06-10 01:00:00,2025-06-10 09:15:00,night,long,21846,22086,tp,9,240,12000,263.0,15.0,True,win
2025-06-10 01:30:00,2025-06-10 09:15:00,night,long,21858,22098,tp,8,240,12000,251.0,27.0,True,win
2025-06-10 02:30:00,2025-06-10 09:45:00,night,long,21870,22110,tp,7,240,12000,268.0,39.0,True,win
2025-06-10 09:15:00,2025-06-10 10:15:00,day,long,21917,22157,tp,2,240,12000,287.0,9.0,True,win
2025-06-10 09:45:00,2025-06-11 11:15:00,day,long,22101,22341,tp,42,240,12000,249.0,62.0,True,win
2025-06-10 10:15:00,2025-06-11 15:00:00,day,long,22123,22363,tp,46,240,12000,277.0,84.0,True,win
2025-06-10 10:45:00,2025-06-10 13:15:00,day,long,22192,22072,sl,5,-120,-6000,45.0,153.0,False,false_breakout
2025-06-10 22:30:00,2025-06-10 23:30:00,night,long,22246,22126,sl,2,-120,-6000,14.0,150.0,False,immediate_loss
2025-06-11 03:00:00,2025-06-12 11:45:00,night,long,22270,22243,time,48,-27,-1350,221.0,80.0,False,time_bleed
2025-06-11 03:30:00,2025-06-12 12:15:00,night,long,22296,22256,time,48,-40,-2000,195.0,106.0,False,time_bleed
2025-06-11 11:45:00,2025-06-12 15:30:00,day,long,22329,22209,sl,43,-120,-6000,162.0,159.0,False,normal_sl
2025-06-11 15:00:00,2025-06-12 08:45:00,night,long,22355,22235,sl,28,-120,-6000,136.0,130.0,False,normal_sl
2025-06-11 15:30:00,2025-06-12 08:45:00,night,long,22390,22270,sl,27,-120,-6000,101.0,165.0,False,normal_sl
2025-06-11 16:30:00,2025-06-12 08:45:00,night,long,22421,22301,sl,25,-120,-6000,70.0,196.0,False,false_breakout
2025-06-11 21:00:00,2025-06-12 02:00:00,night,long,22451,22331,sl,10,-120,-6000,26.0,134.0,False,false_breakout
2025-06-12 22:30:00,2025-06-13 08:45:00,night,long,22296,22176,sl,13,-120,-6000,53.0,399.0,False,false_breakout
2025-06-12 23:00:00,2025-06-13 08:45:00,night,long,22312,22192,sl,12,-120,-6000,37.0,415.0,False,false_breakout
2025-06-13 00:30:00,2025-06-13 08:45:00,night,long,22327,22207,sl,9,-120,-6000,11.0,430.0,False,immediate_loss
2025-06-13 23:00:00,2025-06-16 08:45:00,night,long,22060,21940,sl,12,-120,-6000,86.0,192.0,False,false_breakout
2025-06-13 23:30:00,2025-06-14 02:30:00,night,long,22113,21993,sl,6,-120,-6000,33.0,145.0,False,false_breakout
2025-06-16 21:30:00,2025-06-17 15:00:00,night,long,22097,21977,sl,26,-120,-6000,180.0,384.0,False,false_breakout
2025-06-16 22:00:00,2025-06-17 15:00:00,night,long,22172,22052,sl,25,-120,-6000,105.0,459.0,False,false_breakout
2025-06-16 22:30:00,2025-06-17 09:45:00,night,long,22226,22106,sl,15,-120,-6000,51.0,143.0,False,false_breakout
2025-06-18 09:15:00,2025-06-19 09:15:00,day,long,21838,21718,sl,38,-120,-6000,149.0,133.0,False,normal_sl
2025-06-18 10:45:00,2025-06-18 18:30:00,day,long,21939,21819,sl,13,-120,-6000,48.0,144.0,False,false_breakout
2025-06-20 15:00:00,2025-06-20 22:30:00,night,long,21650,21530,sl,15,-120,-6000,138.0,225.0,False,normal_sl
2025-06-20 16:00:00,2025-06-20 22:30:00,night,long,21695,21575,sl,13,-120,-6000,93.0,270.0,False,false_breakout
2025-06-20 20:00:00,2025-06-20 21:30:00,night,long,21747,21627,sl,3,-120,-6000,33.0,137.0,False,false_breakout
2025-06-23 16:00:00,2025-06-23 18:30:00,night,long,21540,21420,sl,5,-120,-6000,15.0,125.0,False,immediate_loss
2025-06-24 04:00:00,2025-06-24 08:45:00,night,long,21623,21863,tp,2,240,12000,305.0,33.0,True,win
2025-06-24 09:15:00,2025-06-25 02:00:00,day,long,21885,22125,tp,31,240,12000,246.0,75.0,True,win
2025-06-24 09:45:00,2025-06-25 13:15:00,day,long,21922,22162,tp,45,240,12000,246.0,112.0,True,win
2025-06-24 22:30:00,2025-06-26 03:30:00,night,long,22001,22177,time,48,176,8800,214.0,2.0,True,win
2025-06-24 23:00:00,2025-06-26 04:00:00,night,long,22031,22172,time,48,141,7050,184.0,14.0,True,win
2025-06-24 23:30:00,2025-06-26 04:30:00,night,long,22056,22174,time,48,118,5900,159.0,39.0,True,win
2025-06-25 00:30:00,2025-06-26 09:15:00,night,long,22081,22173,time,48,92,4600,150.0,64.0,True,win
2025-06-25 02:00:00,2025-06-26 10:45:00,night,long,22106,22149,time,48,43,2150,158.0,89.0,True,win
2025-06-25 02:30:00,2025-06-26 11:15:00,night,long,22128,22147,time,48,19,950,136.0,111.0,True,win
2025-06-25 03:00:00,2025-06-25 09:15:00,night,long,22149,22029,sl,5,-120,-6000,11.0,132.0,False,immediate_loss
2025-06-25 20:00:00,2025-06-26 15:00:00,night,long,22185,22065,sl,28,-120,-6000,79.0,131.0,False,normal_sl
2025-06-26 10:15:00,2025-06-26 10:45:00,day,long,22255,22135,sl,1,-120,-6000,9.0,122.0,False,immediate_loss
2025-06-27 03:00:00,2025-06-27 09:15:00,night,long,22165,22045,sl,5,-120,-6000,55.0,132.0,False,false_breakout
2025-06-27 04:00:00,2025-06-27 09:15:00,night,long,22177,22057,sl,3,-120,-6000,43.0,144.0,False,false_breakout
2025-06-27 23:30:00,2025-06-30 21:30:00,night,long,22170,22050,sl,34,-120,-6000,87.0,158.0,False,normal_sl
2025-06-28 00:00:00,2025-06-30 21:30:00,night,long,22186,22066,sl,33,-120,-6000,71.0,174.0,False,false_breakout
2025-07-01 08:45:00,2025-07-01 08:45:00,day,long,22193,22433,tp,0,240,12000,266.0,2.0,True,win
2025-07-01 09:15:00,2025-07-01 12:15:00,day,long,22452,22332,sl,6,-120,-6000,140.0,166.0,False,normal_sl
2025-07-01 09:45:00,2025-07-01 11:15:00,day,long,22580,22460,sl,3,-120,-6000,11.0,214.0,False,immediate_loss
2025-07-02 12:45:00,2025-07-03 08:45:00,day,long,22385,22625,tp,30,240,12000,267.0,104.0,True,win
2025-07-02 22:30:00,2025-07-03 09:15:00,night,long,22428,22668,tp,14,240,12000,269.0,29.0,True,win
2025-07-02 23:00:00,2025-07-03 09:45:00,night,long,22460,22700,tp,14,240,12000,242.0,16.0,True,win
2025-07-03 00:00:00,2025-07-03 11:15:00,night,long,22473,22713,tp,15,240,12000,243.0,13.0,True,win
2025-07-03 00:30:00,2025-07-03 20:30:00,night,long,22495,22735,tp,31,240,12000,258.0,12.0,True,win
2025-07-03 01:00:00,2025-07-03 20:30:00,night,long,22509,22749,tp,30,240,12000,244.0,14.0,True,win
2025-07-03 02:30:00,2025-07-03 21:30:00,night,long,22534,22774,tp,29,240,12000,288.0,9.0,True,win
2025-07-03 04:00:00,2025-07-03 21:30:00,night,long,22563,22803,tp,26,240,12000,259.0,17.0,True,win
2025-07-03 04:30:00,2025-07-03 21:30:00,night,long,22577,22817,tp,25,240,12000,245.0,31.0,True,win
2025-07-03 09:15:00,2025-07-03 22:00:00,day,long,22603,22843,tp,24,240,12000,252.0,7.0,True,win
2025-07-03 09:45:00,2025-07-04 09:45:00,day,long,22667,22547,sl,39,-120,-6000,208.0,160.0,False,normal_sl
2025-07-03 10:15:00,2025-07-04 09:15:00,day,long,22697,22577,sl,37,-120,-6000,178.0,127.0,False,normal_sl
2025-07-03 16:30:00,2025-07-04 09:15:00,night,long,22715,22595,sl,26,-120,-6000,160.0,145.0,False,normal_sl
2025-07-03 22:00:00,2025-07-04 08:45:00,night,long,22812,22692,sl,14,-120,-6000,63.0,132.0,False,false_breakout
2025-07-03 22:30:00,2025-07-04 08:45:00,night,long,22852,22732,sl,13,-120,-6000,23.0,172.0,False,false_breakout
2025-07-09 10:15:00,2025-07-10 10:15:00,day,long,22356,22596,tp,38,240,12000,249.0,35.0,True,win
2025-07-09 12:15:00,2025-07-10 12:15:00,day,long,22380,22620,tp,38,240,12000,250.0,15.0,True,win
2025-07-09 12:45:00,2025-07-10 16:00:00,day,long,22431,22671,tp,43,240,12000,248.0,66.0,True,win
2025-07-09 13:15:00,2025-07-10 19:00:00,day,long,22463,22668,time,48,205,10250,231.0,98.0,True,win
2025-07-09 21:00:00,2025-07-11 01:30:00,night,long,22484,22621,time,48,137,6850,210.0,119.0,True,win
2025-07-09 22:00:00,2025-07-09 22:30:00,night,long,22547,22427,sl,1,-120,-6000,12.0,162.0,False,immediate_loss
2025-07-10 10:15:00,2025-07-11 16:00:00,day,long,22568,22693,time,48,125,6250,204.0,81.0,True,win
