entry_time,exit_time,session,direction,entry_price,exit_price,exit_reason,hold_bars,pnl_pts,pnl_ntd,mfe_pts,mae_pts,win,fail_pattern
2025-06-17 13:45:00,2025-06-17 15:00:00,day,long,22165,22045,sl,1,-120,-6000,0.0,452,False,immediate_loss
2025-06-27 00:00:00,2025-06-27 10:15:00,night,long,22135,22015,sl,13,-120,-6000,85.0,130,False,normal_sl
2025-06-28 03:30:00,2025-07-01 08:45:00,night,long,22130,22370,tp,41,240,12000,329.0,118,True,win
2025-06-30 12:45:00,2025-06-30 21:30:00,day,long,22176,22056,sl,15,-120,-6000,8.0,164,False,immediate_loss
2025-06-30 17:30:00,2025-06-30 21:30:00,night,long,22152,22032,sl,8,-120,-6000,2.0,140,False,immediate_loss
2025-07-01 21:00:00,2025-07-01 23:00:00,night,long,22339,22219,sl,4,-120,-6000,47.0,120,False,false_breakout
2025-07-02 01:30:00,2025-07-03 03:30:00,night,long,22326,22566,tp,42,240,12000,244.0,118,True,win
2025-07-02 03:30:00,2025-07-03 03:30:00,night,long,22325,22565,tp,38,240,12000,245.0,117,True,win
2025-07-02 10:45:00,2025-07-03 08:45:00,day,long,22353,22593,tp,34,240,12000,299.0,72,True,win
2025-07-02 17:30:00,2025-07-03 08:45:00,night,long,22351,22591,tp,23,240,12000,301.0,70,True,win
2025-07-02 19:00:00,2025-07-03 08:45:00,night,long,22341,22581,tp,20,240,12000,311.0,60,True,win
2025-07-02 22:00:00,2025-07-03 08:45:00,night,long,22358,22598,tp,14,240,12000,294.0,2,True,win
2025-07-09 23:30:00,2025-07-10 16:00:00,night,long,22435,22675,tp,24,240,12000,244.0,41,True,win
2025-07-10 23:30:00,2025-07-11 08:45:00,night,long,22609,22489,sl,11,-120,-6000,28.0,122,False,false_breakout
2025-07-11 01:30:00,2025-07-11 08:45:00,night,long,22616,22496,sl,7,-120,-6000,11.0,129,False,immediate_loss
2025-07-11 09:45:00,2025-07-14 08:45:00,day,long,22684,22564,sl,36,-120,-6000,88.0,123,False,normal_sl
2025-07-11 18:30:00,2025-07-14 09:15:00,night,long,22674,22554,sl,22,-120,-6000,37.0,125,False,false_breakout
2025-07-11 19:30:00,2025-07-14 09:15:00,night,long,22677,22557,sl,20,-120,-6000,34.0,128,False,false_breakout
2025-07-11 21:00:00,2025-07-14 09:15:00,night,long,22670,22550,sl,17,-120,-6000,41.0,121,False,false_breakout
2025-07-12 00:30:00,2025-07-14 08:45:00,night,long,22685,22565,sl,9,-120,-6000,22.0,124,False,false_breakout
2025-07-15 22:30:00,2025-07-16 11:45:00,night,long,22753,22993,tp,19,240,12000,245.0,58,True,win
2025-07-15 23:30:00,2025-07-16 11:45:00,night,long,22751,22991,tp,17,240,12000,247.0,56,True,win
2025-07-16 02:00:00,2025-07-16 10:15:00,night,long,22732,22972,tp,9,240,12000,244.0,31,True,win
2025-07-16 09:15:00,2025-07-17 13:15:00,day,long,22823,23063,tp,46,240,12000,327.0,12,True,win
2025-07-18 17:00:00,2025-07-21 22:00:00,night,long,23291,23378,time,48,87,4350,92.0,118,True,win
2025-07-18 19:00:00,2025-07-22 00:00:00,night,long,23292,23317,time,48,25,1250,103.0,119,True,win
2025-07-18 21:30:00,2025-07-18 22:00:00,night,long,23305,23185,sl,1,-120,-6000,4.0,127,False,immediate_loss
2025-07-22 09:15:00,2025-07-22 10:15:00,day,long,23373,23253,sl,2,-120,-6000,34.0,138,False,false_breakout
2025-07-25 02:30:00,2025-07-28 11:15:00,night,long,23283,23443,time,48,160,8000,200.0,93,True,win
2025-07-25 03:30:00,2025-07-28 12:15:00,night,long,23276,23396,time,48,120,6000,207.0,86,True,win
2025-07-25 10:15:00,2025-07-28 16:30:00,day,long,23281,23346,time,48,65,3250,202.0,91,True,win
2025-07-28 09:45:00,2025-07-29 09:45:00,day,long,23364,23244,sl,38,-120,-6000,94.0,337,False,false_breakout
2025-07-30 21:30:00,2025-07-31 12:45:00,night,long,23330,23570,tp,23,240,12000,276.0,108,True,win
2025-07-31 00:00:00,2025-07-31 12:45:00,night,long,23334,23574,tp,18,240,12000,272.0,112,True,win
2025-07-31 04:30:00,2025-07-31 15:30:00,night,long,23433,23673,tp,12,240,12000,250.0,78,True,win
2025-08-06 10:45:00,2025-08-06 16:30:00,day,long,23473,23353,sl,9,-120,-6000,5.0,139,False,immediate_loss
2025-08-08 02:00:00,2025-08-11 08:45:00,night,long,23975,23855,sl,45,-120,-6000,120.0,142,False,normal_sl
2025-08-08 04:00:00,2025-08-11 08:45:00,night,long,24004,23884,sl,41,-120,-6000,91.0,171,False,normal_sl
2025-08-08 10:45:00,2025-08-11 08:45:00,day,long,23977,23857,sl,35,-120,-6000,55.0,144,False,false_breakout
2025-08-08 12:15:00,2025-08-11 08:45:00,day,long,23984,23864,sl,32,-120,-6000,48.0,151,False,false_breakout
2025-08-08 19:00:00,2025-08-11 08:45:00,night,long,23962,23842,sl,20,-120,-6000,58.0,129,False,false_breakout
2025-08-08 21:30:00,2025-08-11 08:45:00,night,long,23966,23846,sl,15,-120,-6000,54.0,133,False,false_breakout
2025-08-11 10:15:00,2025-08-11 11:15:00,day,long,23982,24222,tp,2,240,12000,240.0,7,True,win
2025-08-12 09:45:00,2025-08-13 09:45:00,day,long,24139,24379,tp,38,240,12000,241.0,38,True,win
2025-08-12 11:45:00,2025-08-13 10:15:00,day,long,24150,24390,tp,35,240,12000,257.0,23,True,win
2025-08-12 15:30:00,2025-08-13 10:15:00,night,long,24148,24388,tp,30,240,12000,259.0,15,True,win
2025-08-12 20:00:00,2025-08-13 10:15:00,night,long,24153,24393,tp,21,240,12000,254.0,3,True,win
2025-08-13 12:45:00,2025-08-14 19:00:00,day,long,24295,24282,time,48,-13,-650,144.0,88,False,time_bleed
2025-08-14 03:30:00,2025-08-14 09:45:00,night,long,24354,24234,sl,5,-120,-6000,9.0,147,False,immediate_loss
2025-08-19 09:45:00,2025-08-19 21:30:00,day,long,24391,24271,sl,21,-120,-6000,12.0,126,False,immediate_loss
2025-08-26 10:15:00,2025-08-27 09:15:00,day,long,24182,24422,tp,36,240,12000,268.0,56,True,win
2025-08-26 12:15:00,2025-08-27 10:15:00,day,long,24239,24479,tp,34,240,12000,257.0,51,True,win
2025-08-27 22:30:00,2025-08-28 11:45:00,night,long,24397,24277,sl,19,-120,-6000,91.0,193,False,false_breakout
2025-09-04 04:00:00,2025-09-04 10:15:00,night,long,24117,24357,tp,5,240,12000,248.0,6,True,win
2025-09-04 16:00:00,2025-09-05 10:15:00,night,long,24154,24394,tp,29,240,12000,270.0,32,True,win
2025-09-04 17:30:00,2025-09-05 10:15:00,night,long,24150,24390,tp,26,240,12000,274.0,28,True,win
2025-09-04 22:00:00,2025-09-05 10:15:00,night,long,24165,24405,tp,17,240,12000,259.0,43,True,win
2025-09-06 00:30:00,2025-09-08 08:45:00,night,long,24407,24647,tp,9,240,12000,268.0,19,True,win
2025-09-06 02:30:00,2025-09-08 08:45:00,night,long,24420,24660,tp,5,240,12000,255.0,2,True,win
2025-09-11 18:00:00,2025-09-12 23:00:00,night,long,25325,25380,time,48,55,2750,140.0,24,True,win
2025-09-12 19:00:00,2025-09-15 10:15:00,night,long,25407,25287,sl,23,-120,-6000,43.0,137,False,false_breakout
2025-09-12 23:00:00,2025-09-15 10:15:00,night,long,25408,25288,sl,15,-120,-6000,42.0,138,False,false_breakout
2025-09-13 02:30:00,2025-09-15 10:15:00,night,long,25395,25275,sl,8,-120,-6000,55.0,125,False,false_breakout
2025-09-15 12:45:00,2025-09-16 10:15:00,day,long,25385,25625,tp,33,240,12000,257.0,100,True,win
2025-09-17 01:30:00,2025-09-17 09:15:00,night,long,25593,25473,sl,8,-120,-6000,36.0,120,False,false_breakout
2025-09-18 03:30:00,2025-09-18 16:00:00,night,long,25566,25806,tp,15,240,12000,242.0,76,True,win
2025-09-18 10:45:00,2025-09-18 16:30:00,day,long,25579,25819,tp,9,240,12000,242.0,1,True,win
2025-09-18 22:00:00,2025-09-20 03:00:00,night,long,25697,25746,time,48,49,2450,165.0,62,True,win
2025-09-19 20:30:00,2025-09-23 00:00:00,night,long,25736,25976,tp,46,240,12000,266.0,79,True,win
2025-09-19 21:30:00,2025-09-23 00:00:00,night,long,25749,25989,tp,44,240,12000,253.0,92,True,win
2025-09-20 00:30:00,2025-09-23 00:00:00,night,long,25732,25972,tp,38,240,12000,270.0,43,True,win
2025-09-20 03:00:00,2025-09-23 00:00:00,night,long,25736,25976,tp,33,240,12000,266.0,47,True,win
2025-09-20 04:30:00,2025-09-23 00:00:00,night,long,25744,25984,tp,30,240,12000,258.0,55,True,win
2025-09-22 10:15:00,2025-09-23 00:30:00,day,long,25785,26025,tp,27,240,12000,265.0,2,True,win
2025-09-22 21:00:00,2025-09-23 01:30:00,night,long,25831,26071,tp,9,240,12000,250.0,39,True,win
2025-09-24 03:30:00,2025-09-24 08:45:00,night,long,26385,26265,sl,3,-120,-6000,35.0,155,False,false_breakout
2025-09-24 16:00:00,2025-09-24 23:30:00,night,long,26277,26157,sl,15,-120,-6000,19.0,149,False,false_breakout
