time,open,high,low,close,FP_ok,FP_DeltaRatio,FP_POCpos,FP_VALpos,FP_VAHpos,FP_BuyStackFull,FP_BuyStackLow33,FP_BuyStackLow50,FP_SellImbLow33,FP_SellImbLow50,FP_TotalVol,TickVol,CHK_MA60,CHK_RSI14,CHK_RSI60,CHK_RSIMA60,CHK_BBWrank60,CHK_Slope240,CHK_Z240,CHK_WVWAP
2024-09-25T17:30:00+08:00,2655.088,2657.69,2653.905,2656.929,0,,,,,0,0,0,0,0,,22657,2656.5390000000075,52.34742808427898,57.689583927622,64.87625399340446,63.333333333333336,1.044591292830367,2.0786754910255354,2636.660189811927
2024-09-25T18:00:00+08:00,2656.95,2658.22,2655.445,2657.819,0,,,,,0,0,0,0,0,,27372,2656.5390000000075,53.92742905315357,57.689583927622,64.87625399340446,63.333333333333336,1.044591292830367,2.150287994716272,2636.8325234584454
2024-09-25T18:30:00+08:00,2657.79,2658.18,2654.255,2655.62,0,,,,,0,0,0,0,0,,23269,2656.11633333334,49.555410539948625,55.97220868809065,63.401895756061265,53.333333333333336,1.044591292830367,1.9733487861590158,2636.96865253014
2024-09-25T19:00:00+08:00,2655.54,2657,2654.755,2655.6,0,,,,,0,0,0,0,0,,24682,2656.11633333334,49.51609103162403,55.97220868809065,63.401895756061265,53.333333333333336,1.044591292830367,1.9717395164131577,2637.1092094943256
2024-09-25T19:30:00+08:00,2655.58,2658.06,2653.808,2657.258,0,,,,,0,0,0,0,0,,24981,2656.60233333334,52.85562666137699,57.67034088252739,62.6392905543463,43.333333333333336,1.044591292830367,2.1051479783449016,2637.2537766910827
2024-09-25T20:00:00+08:00,2657.48,2660.69,2656.825,2659.528,0,,,,,0,0,0,0,0,,38025,2656.60233333334,57.04520900804158,57.67034088252739,62.6392905543463,43.333333333333336,1.044591292830367,2.287800094499952,2637.4995147951067
2024-09-25T20:30:00+08:00,2659.475,2660.83,2657.285,2659.499,0,,,,,0,0,0,0,0,,37831,2657.4590000000067,56.975548569684044,59.946475662129174,61.94571732010581,13.333333333333334,1.044591292830367,2.2854666533684562,2637.7406672838933
2024-09-25T21:00:00+08:00,2659.411,2665.77,2658.215,2664.28,0,,,,,0,0,0,0,0,,48618,2657.4590000000067,64.64150327875433,59.946475662129174,61.94571732010581,13.333333333333334,1.044591292830367,2.6701625861161995,2638.0928028988033
2024-09-25T21:30:00+08:00,2664.248,2666.13,2660.048,2664.48,0,,,,,0,0,0,0,0,,53417,2660.4123333333405,64.92306170012986,64.51389517998643,61.67194746210332,15,1.0760869310276806,2.431902981374266,2638.4805903357305
2024-09-25T22:00:00+08:00,2664.168,2667.34,2661.218,2665.879,0,,,,,0,0,0,0,0,,50292,2660.4123333333405,66.90809975809864,64.51389517998643,61.67194746210332,15,1.0760869310276806,2.5445400194623247,2638.8528560304826
2024-09-25T22:30:00+08:00,2665.88,2667.47,2654.178,2658.798,0,,,,,0,0,0,0,0,,59231,2660.925666666674,51.13472430725537,56.586790380275595,60.70299162752112,10,1.0760869310276806,1.9744307509121992,2639.2016316555196
2024-09-25T23:00:00+08:00,2658.83,2660.84,2656.174,2657.328,0,,,,,0,0,0,0,0,,51944,2660.925666666674,48.57459132724727,56.586790380275595,60.70299162752112,10,1.0760869310276806,1.8560773227567755,2639.469419518864
2024-09-25T23:30:00+08:00,2657.328,2659.79,2655.168,2657.719,0,,,,,0,0,0,0,0,,36798,2660.3323333333406,49.301674884954586,55.19970563360769,59.7232215116482,10,1.0760869310276806,1.8875577243954054,2639.6490697138397
2024-09-26T00:00:00+08:00,2657.808,2658.834,2652.398,2654.545,0,,,,,0,0,0,0,0,,32705,2660.3323333333406,43.87828235260039,55.19970563360769,59.7232215116482,10,1.0760869310276806,1.6320109346230494,2639.78564546961
2024-09-26T00:30:00+08:00,2654.63,2655.24,2649.632,2653.645,0,,,,,0,0,0,0,0,,34519,2656.720666666674,42.45224691749151,50.19652847749707,57.96069929133005,16.666666666666668,1.0760869310276806,1.5595496520788952,2639.9050846230484
2024-09-26T01:00:00+08:00,2653.71,2660.68,2653.07,2660.44,0,,,,,0,0,0,0,0,,33828,2656.720666666674,54.48065903532057,50.19652847749707,57.96069929133005,16.666666666666668,1.0760869310276806,2.1066323352872094,2640.0664609167025
2024-09-26T01:30:00+08:00,2660.388,2662.98,2660.095,2660.558,0,,,,,0,0,0,0,0,,29091,2657.3073333333405,54.65789783847517,57.27334909266028,57.512118979894574,16.666666666666668,1.087611896370504,1.8567477074701484,2640.226837056097
2024-09-26T02:00:00+08:00,2660.588,2661.47,2658.964,2661.16,0,,,,,0,0,0,0,0,,20359,2657.3073333333405,55.60756405159247,57.27334909266028,57.512118979894574,16.666666666666668,1.087611896370504,1.9037517993840622,2640.334046331567
2024-09-26T02:30:00+08:00,2661.138,2661.72,2659.124,2660.261,0,,,,,0,0,0,0,0,,15656,2658.154666666674,53.79554188402143,56.89927307599374,57.238529857369784,20,1.087611896370504,1.833557981060785,2640.4150637836633
2024-09-26T03:00:00+08:00,2660.38,2661.61,2659.784,2660.6,0,,,,,0,0,0,0,0,,15656,2658.154666666674,54.39897471179664,56.89927307599374,57.238529857369784,20,1.087611896370504,1.8600270627199507,2640.496622143135
2024-09-26T03:30:00+08:00,2660.53,2660.62,2659.325,2659.659,0,,,,,0,0,0,0,0,,17335,2660.159333333341,52.35498955578659,56.09945602063247,57.04937732431647,20,1.087611896370504,1.786553889146871,2640.582627013753
2024-09-26T04:00:00+08:00,2659.638,2660.3,2658.658,2658.78,0,,,,,0,0,0,0,0,,12734,2660.159333333341,50.44814132511142,56.09945602063247,57.04937732431647,20,1.087611896370504,1.7179216685615966,2640.643297792273
2024-09-26T04:30:00+08:00,2658.655,2658.91,2656.114,2656.954,0,,,,,0,0,0,0,0,,11777,2658.9580000000074,46.64728863530131,52.52657551061903,56.79482026355546,21.666666666666668,1.0985580978072906,1.48495515406849,2640.6933037693807
2024-09-26T06:00:00+08:00,2656.243,2659.34,2655.99,2658.85,0,,,,,0,0,0,0,0,,7268,2658.9580000000074,50.79287619138071,52.52657551061903,56.79482026355546,21.666666666666668,1.0985580978072906,1.6391891430616055,2640.7253701789673
2024-09-26T06:30:00+08:00,2658.94,2659.7,2657.945,2658.2,0,,,,,0,0,0,0,0,,6589,2658.2710000000075,49.3764017517392,53.980484884736455,56.512739639250704,18.333333333333332,1.0985580978072906,1.5863135666662713,2640.755266152417
2024-09-26T07:00:00+08:00,2658.3,2659.47,2657.141,2659.34,0,,,,,0,0,0,0,0,,6515,2658.2710000000075,51.90944111391182,53.980484884736455,56.512739639250704,18.333333333333332,1.0985580978072906,1.6790491929596403,2640.7847865749586
2024-09-26T07:30:00+08:00,2659.33,2659.34,2656.084,2656.35,0,,,,,0,0,0,0,0,,7929,2657.168000000007,45.48146319734815,51.46049329973574,56.143940051150985,0,1.0985580978072906,1.4358215415411184,2640.8177931537903
2024-09-26T08:00:00+08:00,2656.26,2657.79,2655.268,2657.565,0,,,,,0,0,0,0,0,,16227,2657.168000000007,48.283947346785986,51.46049329973574,56.143940051150985,0,1.0985580978072906,1.534658195880087,2640.8833649032176
2024-09-26T08:30:00+08:00,2657.654,2660.37,2657.435,2659.05,0,,,,,0,0,0,0,0,,14799,2657.8666666666736,51.56132216750182,54.7785479275299,55.93600890828726,0,1.0985580978072906,1.6554585511832667,2640.950409190446
2024-09-26T09:00:00+08:00,2659.029,2660.955,2657.575,2658.774,0,,,,,0,0,0,0,0,,23451,2657.8666666666736,50.915492480455335,54.7785479275299,55.93600890828726,0,1.0985580978072906,1.6330067679753808,2641.056511791523
2024-09-26T09:30:00+08:00,2658.72,2661.46,2657.615,2660.728,0,,,,,0,0,0,0,0,,30562,2658.7093333333405,55.19434169608103,56.756962235462105,55.9920627330995,1.6666666666666667,1.102491203972505,1.6808833437684343,2641.1992379582584
2024-09-26T10:00:00+08:00,2660.715,2661.56,2658.645,2661.5,0,,,,,0,0,0,0,0,,17709,2658.7093333333405,56.79676138535119,56.756962235462105,55.9920627330995,1.6666666666666667,1.102491203972505,1.7459913332746269,2641.2837220387664
2024-09-26T10:30:00+08:00,2661.5,2661.603,2656.885,2657.988,0,,,,,0,0,0,0,0,,26581,2659.2553333333403,48.3289253761133,52.70237874152498,55.63720829445647,1.6666666666666667,1.102491203972505,1.449800583085795,2641.397820094223
2024-09-26T11:00:00+08:00,2658.1,2661.8,2657.558,2660.825,0,,,,,0,0,0,0,0,,23838,2659.2553333333403,54.261222935137056,52.70237874152498,55.63720829445647,1.6666666666666667,1.102491203972505,1.689064010843674,2641.5060548978263
2024-09-26T11:30:00+08:00,2660.851,2662.57,2660.188,2662.49,0,,,,,0,0,0,0,0,,13580,2660.402000000007,57.35562519834868,58.01013742586069,55.49889842043729,6.666666666666667,1.102491203972505,1.8294847395066498,2641.5727140284407
2024-09-26T12:00:00+08:00,2662.528,2662.91,2660.635,2661.829,0,,,,,0,0,0,0,0,,10837,2660.402000000007,55.74328498846126,58.01013742586069,55.49889842043729,6.666666666666667,1.102491203972505,1.7737381319113505,2641.6257047537365
2024-09-26T12:30:00+08:00,2661.83,2661.86,2660.055,2660.619,0,,,,,0,0,0,0,0,,10293,2660.365666666674,52.8163208190784,55.23588382746942,54.83618332382894,8.333333333333334,1.102491203972505,1.671690635405519,2641.6734281604945
2024-09-26T13:00:00+08:00,2660.63,2663.34,2659.64,2663.32,0,,,,,0,0,0,0,0,,20405,2660.365666666674,58.10460769365731,55.23588382746942,54.83618332382894,8.333333333333334,1.102491203972505,1.899484261903242,2641.7734878159945
2024-09-26T13:30:00+08:00,2663.319,2663.484,2659.978,2661.439,0,,,,,0,0,0,0,0,,31426,2661.5160000000074,53.59923531097191,56.22398905350826,54.810268943345555,6.666666666666667,1.0916876635636663,1.6265749709315085,2641.922196062028
2024-09-26T14:00:00+08:00,2661.4,2661.65,2657.855,2661,0,,,,,0,0,0,0,0,,38358,2661.5160000000074,52.57462965377806,56.22398905350826,54.810268943345555,6.666666666666667,1.0916876635636663,1.5883400027834258,2642.0874449365465
2024-09-26T14:30:00+08:00,2661,2662.65,2660.205,2661.679,0,,,,,0,0,0,0,0,,30221,2661.245666666674,54.03810698779626,56.52645764507704,54.9050369441648,11.666666666666666,1.0916876635636663,1.6474779147938137,2642.2250608781833
2024-09-26T15:00:00+08:00,2661.63,2664.1,2659.338,2661.89,0,,,,,0,0,0,0,0,,33188,2661.245666666674,54.50790221245901,56.52645764507704,54.9050369441648,11.666666666666666,1.0916876635636663,1.6658550862727202,2642.37600163249
2024-09-26T15:30:00+08:00,2661.91,2666.89,2660.918,2664.688,0,,,,,0,0,0,0,0,,33934,2662.6020000000076,60.302505703410404,60.2360739098454,55.62214733218968,13.333333333333334,1.0916876635636663,1.9095485734672089,2642.546657785105
2024-09-26T16:00:00+08:00,2664.668,2669.56,2664.485,2668.96,0,,,,,0,0,0,0,0,,35272,2662.6020000000076,67.17691484637417,60.2360739098454,55.62214733218968,13.333333333333334,1.0916876635636663,2.28162097421587,2642.7495196591567
2024-09-26T16:30:00+08:00,2668.948,2670.56,2667.215,2669.04,0,,,,,0,0,0,0,0,,30534,2665.1356666666743,67.29114507560372,64.90105040313259,56.16698314008055,25,1.0916876635636663,2.2885886221699585,2642.931320512797
2024-09-26T17:00:00+08:00,2669.06,2669.85,2667.258,2668.78,0,,,,,0,0,0,0,0,,28585,2665.1356666666743,66.48136033168862,64.90105040313259,56.16698314008055,25,1.0916876635636663,2.265943766319171,2643.0972489636306
2024-09-26T17:30:00+08:00,2668.708,2669.34,2666.811,2668.829,0,,,,,0,0,0,0,0,,25485,2667.5190000000075,66.56302722575,64.50592218850073,56.710315219545336,46.666666666666664,1.04045371444476,2.0384865571728152,2643.2416539149763
2024-09-26T18:00:00+08:00,2668.9,2673.67,2667.348,2670.088,0,,,,,0,0,0,0,0,,32233,2667.5190000000075,68.67489408799459,64.50592218850073,56.710315219545336,46.666666666666664,1.04045371444476,2.147311683091416,2643.436620550454
2024-09-26T18:30:00+08:00,2670.031,2675.68,2669.675,2672.599,0,,,,,0,0,0,0,0,,35098,2670.1560000000077,72.41677750681389,68.22791561657363,57.576633762112564,61.666666666666664,1.04045371444476,2.3643568706860156,2643.6634795586147
2024-09-26T19:00:00+08:00,2672.599,2680.12,2672.135,2678.08,0,,,,,0,0,0,0,0,,38434,2670.1560000000077,78.4640497060083,68.22791561657363,57.576633762112564,61.666666666666664,1.04045371444476,2.838122172639805,2643.9426909553395
2024-09-26T19:30:00+08:00,2678.059,2685.579,2677.905,2682.788,0,,,,,0,0,0,0,0,,42704,2674.738666666674,82.09520764487237,75.65743786463642,59.228838215970946,71.66666666666667,1.04045371444476,3.245071094661074,2644.2967576553706
2024-09-26T20:00:00+08:00,2682.74,2684.23,2673.225,2678.748,0,,,,,0,0,0,0,0,,46320,2674.738666666674,71.02795103203117,75.65743786463642,59.228838215970946,71.66666666666667,1.04045371444476,2.8958625889334013,2644.6399960274844
2024-09-26T20:30:00+08:00,2678.305,2679.99,2668.5,2677.248,0,,,,,0,0,0,0,0,,67239,2677.545000000008,67.39511996994983,66.54575818729727,60.12635773758244,73.33333333333333,1.04045371444476,2.7662059655196605,2645.076495908515
2024-09-26T21:00:00+08:00,2677.248,2679.72,2659.278,2667.715,0,,,,,0,0,0,0,0,,71687,2677.545000000008,49.920198385418395,66.54575818729727,60.12635773758244,73.33333333333333,1.04045371444476,1.942194904850874,2645.4333801622347
2024-09-26T21:30:00+08:00,2667.879,2669.499,2654.685,2660.85,0,,,,,0,0,0,0,0,,70392,2673.6286666666742,41.56254189418463,48.085838476211386,59.88531096447355,70,0.9547339728334883,1.090258603351497,2645.668827904404
2024-09-26T22:00:00+08:00,2660.89,2668.72,2659.375,2664.61,0,,,,,0,0,0,0,0,,59707,2673.6286666666742,46.81463421867632,48.085838476211386,59.88531096447355,70,0.9547339728334883,1.3806201024145202,2645.894305143791
2024-09-26T22:30:00+08:00,2664.55,2669.58,2664.024,2665.808,0,,,,,0,0,0,0,0,,58708,2667.9686666666744,48.40572942861592,52.386541755859916,59.71445338078284,68.33333333333333,0.9547339728334883,1.4731342183393719,2646.137114615531
2024-09-26T23:00:00+08:00,2665.87,2670.28,2662.308,2669.631,0,,,,,0,0,0,0,0,,54830,2667.9686666666744,53.21563871631963,52.386541755859916,59.71445338078284,68.33333333333333,0.9547339728334883,1.7683608169877318,2646.3689658412177
2024-09-26T23:30:00+08:00,2669.639,2673.15,2669.125,2671.45,0,,,,,0,0,0,0,0,,39556,2666.0360000000073,55.34860281850516,56.77488909747966,59.71573387092695,70,0.9547339728334883,1.9088309145397522,2646.5630423308717
2024-09-27T00:00:00+08:00,2671.208,2672.48,2662.744,2667.479,0,,,,,0,0,0,0,0,,44204,2666.0360000000073,49.990375748810834,56.77488909747966,59.71573387092695,70,0.9547339728334883,1.6021751930559227,2646.7446121331855
2024-09-27T00:30:00+08:00,2667.57,2670.74,2666.548,2668.2,0,,,,,0,0,0,0,0,,32090,2668.4860000000067,50.91943637333759,53.704342881956265,59.78730273810061,68.33333333333333,0.9547339728334883,1.6578535549773132,2646.880258134039
2024-09-27T01:00:00+08:00,2668.088,2672.25,2667.478,2671.734,0,,,,,0,0,0,0,0,,32919,2668.4860000000067,55.302609232381684,53.704342881956265,59.78730273810061,68.33333333333333,0.9547339728334883,1.9307624745753704,2647.0303197633393
2024-09-27T01:30:00+08:00,2671.85,2671.88,2669.488,2670.808,0,,,,,0,0,0,0,0,,24433,2670.1526666666737,53.94321626560184,55.77148625239148,59.62739908285281,63.333333333333336,0.9018143019668592,1.6745553459938023,2647.1415877975505
2024-09-27T02:00:00+08:00,2670.808,2675.43,2669.934,2674.379,0,,,,,0,0,0,0,0,,23959,2670.1526666666737,58.209417775210426,55.77148625239148,59.62739908285281,63.333333333333336,0.9018143019668592,1.9490713633854935,2647.2612485605864
2024-09-27T02:30:00+08:00,2674.42,2677.1,2673.095,2675.754,0,,,,,0,0,0,0,0,,21050,2671.58733333334,59.7552231508958,59.46774465189127,59.929674856025805,66.66666666666667,0.9018143019668592,2.0547727142434002,2647.3737763223153
2024-09-27T03:00:00+08:00,2675.744,2677.86,2674.068,2674.618,0,,,,,0,0,0,0,0,,20674,2671.58733333334,57.851298234571246,59.46774465189127,59.929674856025805,66.66666666666667,0.9018143019668592,1.967444180007343,2647.4841997357903
2024-09-27T03:30:00+08:00,2674.73,2674.92,2672.114,2673.548,0,,,,,0,0,0,0,0,,20189,2673.3700000000067,56.04011216020815,57.17273240789618,59.99744223848209,60,0.9018143019668592,1.8851893106124504,2647.5836110074783
2024-09-27T04:00:00+08:00,2673.548,2674.03,2670.708,2672.058,0,,,,,0,0,0,0,0,,9356,2673.3700000000067,53.52701013173253,57.17273240789618,59.99744223848209,60,0.9018143019668592,1.7706474831373538,2647.6271948671233
2024-09-27T04:30:00+08:00,2672.028,2672.98,2671.685,2671.964,0,,,,,0,0,0,0,0,,8057,2673.7553333333403,53.3644218646612,55.51598632832366,59.92526571585684,56.666666666666664,0.8687343505537,1.6412797726566042,2647.6645197978887
2024-09-27T06:00:00+08:00,2671.353,2673.17,2671.268,2672.748,0,,,,,0,0,0,0,0,,4769,2673.7553333333403,54.60298016145322,55.51598632832366,59.92526571585684,56.666666666666664,0.8687343505537,1.7032789772000145,2647.6867260714903
2024-09-27T06:30:00+08:00,2672.759,2672.87,2672.105,2672.328,0,,,,,0,0,0,0,0,,3937,2672.61333333334,53.77897577099485,55.83272312235236,59.61074065960734,55,0.8687343505537,1.6700651176231862,2647.7050570978367
2024-09-27T07:00:00+08:00,2672.319,2672.587,2671.805,2672.075,0,,,,,0,0,0,0,0,,5278,2672.61333333334,53.25760019058709,55.83272312235236,59.61074065960734,55,0.8687343505537,1.6500577212590404,2647.72931293004
2024-09-27T07:30:00+08:00,2672.219,2673.26,2671.905,2672.66,0,,,,,0,0,0,0,0,,9959,2672.3173333333402,54.35941694414915,56.13947677488881,58.984913971875635,53.333333333333336,0.8687343505537,1.6963198828124746,2647.775795906967
2024-09-27T08:00:00+08:00,2672.65,2672.71,2669.705,2670.99,0,,,,,0,0,0,0,0,,17465,2672.3173333333402,50.686304033767534,56.13947677488881,58.984913971875635,53.333333333333336,0.8687343505537,1.5642552506855794,2647.85208297183
2024-09-27T08:30:00+08:00,2671.01,2671.499,2669.145,2669.82,0,,,,,0,0,0,0,0,,20260,2671.6026666666735,48.22758405940663,52.76358617680561,58.146175685325986,50,0.8687343505537,1.4717309275787467,2647.9362567248136
2024-09-27T09:00:00+08:00,2669.768,2672.79,2668.505,2671.6,0,,,,,0,0,0,0,0,,38524,2671.6026666666735,52.03931832470458,52.76358617680561,58.146175685325986,50,0.8687343505537,1.6124944276900222,2648.100345206064
2024-09-27T09:30:00+08:00,2671.66,2671.92,2666.075,2669.421,0,,,,,0,0,0,0,0,,42365,2670.6336666666734,47.43519656416792,52.28785667717137,57.00760004679726,46.666666666666664,0.8304028393642351,1.344486327036744,2648.2639157118047
2024-09-27T10:00:00+08:00,2669.421,2670.19,2667.078,2669.339,0,,,,,0,0,0,0,0,,26443,2670.6336666666734,47.26572266976126,52.28785667717137,57.00760004679726,46.666666666666664,0.8304028393642351,1.3377953445891257,2648.363426312554
2024-09-27T10:30:00+08:00,2669.299,2671.05,2668.158,2668.824,0,,,,,0,0,0,0,0,,30265,2669.355000000007,46.1505125704497,51.53908637429374,55.284860654629924,45,0.8304028393642351,1.2957727109241552,2648.4787579169983
2024-09-27T11:00:00+08:00,2668.98,2672.21,2668.505,2671.019,0,,,,,0,0,0,0,0,,24818,2669.355000000007,51.41246848893727,51.53908637429374,55.284860654629924,45,0.8304028393642351,1.4748788874185648,2648.5779281141017
2024-09-27T11:30:00+08:00,2670.985,2674,2670.985,2673.68,0,,,,,0,0,0,0,0,,19477,2670.6416666666737,56.90965684276551,56.94048174984741,54.59876948052636,40,0.8304028393642351,1.6920094275787914,2648.6632429357887
2024-09-27T12:00:00+08:00,2673.68,2673.93,2669.688,2670.46,0,,,,,0,0,0,0,0,,14105,2670.6416666666737,49.597122136314866,56.94048174984741,54.59876948052636,40,0.8304028393642351,1.429265970489024,2648.720777923714
2024-09-27T12:30:00+08:00,2670.5,2671.09,2669.185,2670.429,0,,,,,0,0,0,0,0,,13243,2670.9776666666735,49.531136293191594,52.70512323282709,54.92871839171319,36.666666666666664,0.8304028393642351,1.426736452734437,2648.7718614356354
2024-09-27T13:00:00+08:00,2670.479,2671.38,2666.508,2666.598,0,,,,,0,0,0,0,0,,30196,2670.9776666666735,42.08025277063917,52.70512323282709,54.92871839171319,36.666666666666664,0.8304028393642351,1.1141370166751217,2648.8762759360093
2024-09-27T13:30:00+08:00,2666.72,2666.76,2662.195,2664.76,0,,,,,0,0,0,0,0,,44728,2669.6230000000073,39.045531164702446,46.245428170767326,54.49006742134943,38.333333333333336,0.7514223307758418,0.8746317179381242,2649.0004788280357
2024-09-27T14:00:00+08:00,2664.88,2669.5,2664.745,2667.86,0,,,,,0,0,0,0,0,,38259,2669.6230000000073,46.10525637767605,46.245428170767326,54.49006742134943,38.333333333333336,0.7514223307758418,1.1282491180532304,2649.1239718392735
2024-09-27T14:30:00+08:00,2667.735,2669.16,2663.915,2665.759,0,,,,,0,0,0,0,0,,50457,2666.982666666674,42.511583283979256,47.46731916175941,53.82524099736941,41.666666666666664,0.7514223307758418,0.9563619704268167,2649.274738045425
2024-09-27T15:00:00+08:00,2665.728,2668.29,2661.085,2662.399,0,,,,,0,0,0,0,0,,42334,2666.982666666674,37.480194564459396,47.46731916175941,53.82524099736941,41.666666666666664,0.7514223307758418,0.6814734335278444,2649.381976493332
2024-09-27T15:30:00+08:00,2662.348,2667.64,2660.825,2664.608,0,,,,,0,0,0,0,0,,38266,2665.0423333333406,42.31403053731508,46.165271247357914,53.28673588061239,43.333333333333336,0.7514223307758418,0.8621962841260247,2649.4804142041626
2024-09-27T16:00:00+08:00,2664.72,2665.43,2662.555,2662.91,0,,,,,0,0,0,0,0,,37997,2665.0423333333406,39.76871018162928,46.165271247357914,53.28673588061239,43.333333333333336,0.7514223307758418,0.7232793985145588,2649.572179901257
2024-09-27T16:30:00+08:00,2662.95,2664.06,2661.684,2662.548,0,,,,,0,0,0,0,0,,33135,2664.305000000007,39.22696097135216,43.847078697764886,52.43499248385335,35,0.7514223307758418,0.6936634311462713,2649.646358548859
