entry_time,exit_time,session,direction,entry_price,exit_price,exit_reason,hold_bars,pnl_pts,pnl_ntd,mfe_pts,mae_pts,win,fail_pattern
2025-06-12 09:15:00,2025-06-12 09:15:00,day,short,22255,22285,sl,0,-30,-1500,15,70.0,False,false_breakout
2025-06-13 09:15:00,2025-06-13 09:15:00,day,short,21934,21964,sl,0,-30,-1500,41,131.0,False,false_breakout
2025-06-16 09:15:00,2025-06-16 09:45:00,day,short,21943,21973,sl,1,-30,-1500,41,31.0,False,normal_sl
2025-06-17 10:15:00,2025-06-17 10:45:00,day,short,22094,22124,sl,1,-30,-1500,33,62.0,False,normal_sl
2025-06-19 09:15:00,2025-06-19 09:15:00,day,short,21778,21718,tp,0,60,3000,73,25.0,True,win
2025-06-20 09:45:00,2025-06-20 10:15:00,day,short,21518,21548,sl,1,-30,-1500,49,47.0,False,normal_sl
2025-06-20 22:00:00,2025-06-20 22:00:00,night,short,21621,21651,sl,0,-30,-1500,43,41.0,False,normal_sl
2025-06-25 09:45:00,2025-06-25 09:45:00,day,short,22040,22070,sl,0,-30,-1500,17,43.0,False,false_breakout
2025-06-26 15:30:00,2025-06-26 16:00:00,night,short,22060,22090,sl,1,-30,-1500,17,40.0,False,false_breakout
2025-06-27 10:15:00,2025-06-27 10:15:00,day,short,22073,22103,sl,0,-30,-1500,68,33.0,False,normal_sl
2025-06-30 22:00:00,2025-06-30 22:30:00,night,short,22056,22086,sl,1,-30,-1500,21,40.0,False,normal_sl
2025-07-01 20:30:00,2025-07-01 21:30:00,night,short,22326,22356,sl,2,-30,-1500,18,60.0,False,false_breakout
2025-07-04 09:15:00,2025-07-04 09:15:00,day,short,22693,22633,tp,0,60,3000,123,8.0,True,win
2025-07-10 22:00:00,2025-07-10 22:00:00,night,short,22536,22566,sl,0,-30,-1500,23,45.0,False,normal_sl
2025-07-14 09:15:00,2025-07-14 09:15:00,day,short,22567,22597,sl,0,-30,-1500,18,51.0,False,false_breakout
2025-07-18 09:45:00,2025-07-18 09:45:00,day,short,23286,23316,sl,0,-30,-1500,16,35.0,False,false_breakout
