signal_date,signal_year,entry_date,entry_price,tx_ret,z2_ret,mdd,profit_twd,signal,hold
2021-01-25,2021,2021-01-26,15628.0,0.11377015613002303,0.1718772046659418,-0.250847616197748,171877.2046659418,MA5 週線,6M
2021-02-24,2021,2021-02-25,16387.0,0.024043449075486667,0.053464418555626114,-0.2508476161977482,53464.418555626115,MA5 週線,6M
2021-02-26,2021,2021-03-02,15904.0,0.07972837022132796,0.13887773917501645,-0.25084761619774826,138877.73917501644,MA5 週線,6M
2021-03-04,2021,2021-03-05,15847.0,0.10266927494162933,0.18111262022306573,-0.25084761619774804,181112.62022306572,MA5 週線,6M
2021-03-17,2021,2021-03-18,16235.0,0.07557745611333538,0.14528494465407737,-0.25084761619774804,145284.94465407738,MA5 週線,6M
2021-03-19,2021,2021-03-22,16137.0,0.07169858090103488,0.1443683338031343,-0.2508476161977483,144368.3338031343,MA5 週線,6M
2021-04-13,2021,2021-04-14,16857.0,-0.013762828498546598,-0.04028196704615594,-0.2508476161977481,-40281.96704615594,MA5 週線,6M
2021-04-21,2021,2021-04-22,17106.0,-0.011867181106044662,-0.04759232922329648,-0.25084761619774815,-47592.32922329648,MA5 週線,6M
2021-05-03,2021,2021-05-04,16931.0,0.0008859488512196563,-0.05540830304548583,-0.22475356577569205,-55408.30304548583,MA5 週線,6M
2021-05-11,2021,2021-05-12,15697.0,0.10995731668471682,0.08634484088719341,-0.1954128126798709,86344.84088719341,MA5 週線,6M
2021-06-04,2021,2021-06-07,17090.0,0.03604447045055588,0.06015583260826718,-0.1954128126798712,60155.83260826718,MA5 週線,6M
2021-06-18,2021,2021-06-21,16963.0,0.04845840947945528,0.05111193679227255,-0.19541281267987096,51111.93679227255,MA5 週線,6M
2021-07-09,2021,2021-07-12,17826.0,0.01795130707954673,0.04455312975469772,-0.1954128126798709,44553.129754697715,MA5 週線,6M
2021-07-19,2021,2021-07-20,17558.0,0.04567718418954323,0.053693661351045696,-0.17459178043693113,53693.661351045695,MA5 週線,6M
2021-08-06,2021,2021-08-09,17406.0,0.012524416867746755,0.011492242293591248,-0.13931949544530575,11492.24229359125,MA5 週線,6M
2021-09-02,2021,2021-09-03,17508.0,0.018848526387936944,0.05042286550842445,-0.13357946998920212,50422.86550842445,MA5 週線,6M
2021-09-07,2021,2021-09-08,17260.0,-0.011703360370799536,-0.0522931817810417,-0.15564331634116851,-52293.1817810417,MA5 週線,6M
2021-09-15,2021,2021-09-16,17247.0,-0.020989157534643706,-0.06267707187064908,-0.19039172717060343,-62677.07187064908,MA5 週線,6M
2021-09-29,2021,2021-09-30,16919.0,0.03705892783261422,0.0745719690996236,-0.19039172717060424,74571.9690996236,MA5 週線,6M
2021-10-12,2021,2021-10-13,16321.0,0.043869860915385084,0.06333584447715901,-0.19039172717060374,63335.84447715901,MA5 週線,6M
2021-10-21,2021,2021-10-22,16853.0,0.012994719041120276,0.01794444560709829,-0.19039172717060382,17944.445607098292,MA5 週線,6M
2021-10-29,2021,2021-11-01,17080.0,-0.02921545667447307,-0.055592867537295754,-0.23484109610572296,-55592.86753729575,MA5 週線,6M
2021-11-23,2021,2021-11-24,17680.0,-0.08693438914027149,-0.1772030061396307,-0.29655012261821123,-177203.00613963068,MA5 週線,6M
2021-12-13,2021,2021-12-14,17602.0,-0.06408362686058403,-0.15269933079748232,-0.2965501226182115,-152699.3307974823,MA5 週線,6M
2021-12-20,2021,2021-12-21,17796.0,-0.1457630928298494,-0.26562581838220234,-0.33737276784595643,-265625.81838220236,MA5 週線,6M
2022-01-06,2022,2022-01-07,18146.0,-0.23514824203681253,-0.43908081507178587,-0.4492534487987525,-439080.8150717859,MA5 週線,6M
2022-01-18,2022,2022-01-19,18146.0,-0.19282486498401852,-0.37730696945332964,-0.43968683104481754,-377306.9694533296,MA5 週線,6M
2022-02-14,2022,2022-02-15,17955.0,-0.149317738791423,-0.2945402721067548,-0.4321812563750996,-294540.2721067548,MA5 週線,6M
2022-02-22,2022,2022-02-23,18042.0,-0.15868528987917083,-0.29547520762533785,-0.41914739123479333,-295475.2076253379,MA5 週線,6M
2022-03-04,2022,2022-03-07,17058.0,-0.14421385860007035,-0.3326604156145958,-0.3955102810503935,-332660.4156145958,MA5 週線,6M
2022-03-15,2022,2022-03-16,16932.0,-0.12609260571698558,-0.2474261582273608,-0.39551028105039354,-247426.1582273608,MA5 週線,6M
2022-03-28,2022,2022-03-29,17546.0,-0.1953721645959193,-0.35752018645693673,-0.395510281050394,-357520.1864569367,MA5 週線,6M
2022-04-01,2022,2022-04-06,17505.0,-0.2400457012282205,-0.4379485570510372,-0.4379485570510372,-437948.5570510372,MA5 週線,6M
2022-04-15,2022,2022-04-18,16884.0,-0.2200900260601753,-0.41258108929446835,-0.4481357828555172,-412581.08929446834,MA5 週線,6M
2022-04-22,2022,2022-04-25,16572.0,-0.22731112720251026,-0.445483950417641,-0.445483950417641,-445483.95041764097,MA5 週線,6M
2022-05-06,2022,2022-05-09,16027.0,-0.18705933736819116,-0.38006773664853466,-0.432879620432845,-380067.73664853466,MA5 週線,6M
2022-05-19,2022,2022-05-20,16136.0,-0.10225582548339117,-0.1913665335845045,-0.43287962043284484,-191366.5335845045,MA5 週線,6M
2022-05-24,2022,2022-05-25,16061.0,-0.10148807670755246,-0.19871648539076914,-0.43287962043284495,-198716.48539076914,MA5 週線,6M
2022-05-26,2022,2022-05-27,16229.0,-0.10043748844660792,-0.18237540714978795,-0.43287962043284467,-182375.40714978796,MA5 週線,6M
2022-06-07,2022,2022-06-08,16641.0,-0.10281834024397572,-0.19714383837136862,-0.4300106196822553,-197143.83837136862,MA5 週線,6M
2022-06-10,2022,2022-06-13,16050.0,-0.08355140186915888,-0.22229801751412548,-0.4183644635934334,-222298.01751412547,MA5 週線,6M
2022-06-22,2022,2022-06-23,14939.0,-0.0526139634513689,-0.13138107519955544,-0.33011372908819314,-131381.07519955543,MA5 週線,6M
2022-06-29,2022,2022-06-30,14624.0,-0.021813457330415755,-0.11269090294040729,-0.33011372908819325,-112690.9029404073,MA5 週線,6M
2022-07-12,2022,2022-07-13,14281.0,0.03389118409074995,0.10368396996912543,-0.33011372908819353,103683.96996912544,MA5 週線,6M
2022-07-26,2022,2022-07-27,14791.0,0.01757825704820499,0.02741897175133179,-0.33011372908819336,27418.97175133179,MA5 週線,6M
2022-08-02,2022,2022-08-03,14672.0,0.05350327153762268,0.09241812215586509,-0.3301137290881933,92418.12215586509,MA5 週線,6M
2022-08-10,2022,2022-08-11,15184.0,0.014027924130663857,0.05046137156733255,-0.33011372908819314,50461.37156733255,MA5 週線,6M
